zawodnik,pozycja,nr_okrazenia,czas_okr_s,czas_kum_s,dystans_m,predkosc_kmh,tempo_min_km,godzina_biegu
PIOTROWSKI Marek,1,118,570,64621,1725,10.895,5.507,17.9502
PIOTROWSKI Marek,1,119,615,65236,1725,10.098,5.942,18.1212
PIOTROWSKI Marek,1,120,631,65868,1725,9.842,6.097,18.2966
PIOTROWSKI Marek,1,121,607,66475,1725,10.231,5.865,18.4653
PIOTROWSKI Marek,1,122,592,67068,1725,10.49,5.72,18.6299
PIOTROWSKI Marek,1,123,572,67640,1725,10.857,5.527,18.789
PIOTROWSKI Marek,1,124,597,68238,1725,10.402,5.768,18.955
PIOTROWSKI Marek,1,125,597,68836,1725,10.402,5.768,19.121
PIOTROWSKI Marek,1,126,600,69436,1725,10.35,5.797,19.2876
PIOTROWSKI Marek,1,127,589,70025,1725,10.543,5.691,19.4514
PIOTROWSKI Marek,1,128,586,70611,1725,10.597,5.662,19.6142
PIOTROWSKI Marek,1,129,593,71204,1725,10.472,5.729,19.7789
PIOTROWSKI Marek,1,130,580,71785,1725,10.707,5.604,19.9402
PIOTROWSKI Marek,1,131,619,72405,1725,10.032,5.981,20.1124
PIOTROWSKI Marek,1,132,596,73001,1725,10.419,5.758,20.2782
PIOTROWSKI Marek,1,133,584,73586,1725,10.634,5.643,20.4405
PIOTROWSKI Marek,1,134,604,74191,1725,10.281,5.836,20.6085
PIOTROWSKI Marek,1,135,639,74830,1725,9.718,6.174,20.7862
PIOTROWSKI Marek,1,136,627,75458,1725,9.904,6.058,20.9606
PIOTROWSKI Marek,1,137,694,76153,1725,8.948,6.705,21.1535
PIOTROWSKI Marek,1,138,600,76754,1725,10.35,5.797,21.3204
PIOTROWSKI Marek,1,139,610,77364,1725,10.18,5.894,21.49
PIOTROWSKI Marek,1,140,869,78233,1725,7.146,8.396,21.7315
PIOTROWSKI Marek,1,141,715,78948,1725,8.685,6.908,21.9301
PIOTROWSKI Marek,1,142,748,79697,1725,8.302,7.227,22.1381
PIOTROWSKI Marek,1,143,652,80350,1725,9.525,6.3,22.3194
PIOTROWSKI Marek,1,144,654,81005,1725,9.495,6.319,22.5013
PIOTROWSKI Marek,1,145,652,81657,1725,9.525,6.3,22.6825
PIOTROWSKI Marek,1,146,687,82345,1725,9.039,6.638,22.8736
PIOTROWSKI Marek,1,147,717,83062,1725,8.661,6.928,23.0729
PIOTROWSKI Marek,1,148,721,83784,1725,8.613,6.966,23.2733
PIOTROWSKI Marek,1,149,798,84583,1725,7.782,7.71,23.4952
PIOTROWSKI Marek,1,150,1055,85638,1725,5.886,10.193,23.7885
NAPIÓRKOWSKI Mariusz,2,1,551,552,1725,11.27,5.324,0.1532
NAPIÓRKOWSKI Mariusz,2,2,559,1111,1725,11.109,5.401,0.3087
NAPIÓRKOWSKI Mariusz,2,3,555,1667,1725,11.189,5.362,0.4631
NAPIÓRKOWSKI Mariusz,2,4,544,2211,1725,11.415,5.256,0.6143
NAPIÓRKOWSKI Mariusz,2,5,562,2774,1725,11.05,5.43,0.7706
NAPIÓRKOWSKI Mariusz,2,6,567,3342,1725,10.952,5.478,0.9282
NAPIÓRKOWSKI Mariusz,2,7,565,3907,1725,10.991,5.459,1.0854
NAPIÓRKOWSKI Mariusz,2,8,564,4471,1725,11.011,5.449,1.242
NAPIÓRKOWSKI Mariusz,2,9,558,5030,1725,11.129,5.391,1.3972
NAPIÓRKOWSKI Mariusz,2,10,556,5587,1725,11.169,5.372,1.5519
NAPIÓRKOWSKI Mariusz,2,11,562,6149,1725,11.05,5.43,1.7082
NAPIÓRKOWSKI Mariusz,2,12,562,6712,1725,11.05,5.43,1.8644
NAPIÓRKOWSKI Mariusz,2,13,592,7305,1725,10.49,5.72,2.029
NAPIÓRKOWSKI Mariusz,2,14,560,7865,1725,11.089,5.411,2.1848
NAPIÓRKOWSKI Mariusz,2,15,567,8433,1725,10.952,5.478,2.3424
NAPIÓRKOWSKI Mariusz,2,16,571,9004,1725,10.876,5.517,2.5011
NAPIÓRKOWSKI Mariusz,2,17,569,9573,1725,10.914,5.498,2.6591
NAPIÓRKOWSKI Mariusz,2,18,564,10137,1725,11.011,5.449,2.8159
NAPIÓRKOWSKI Mariusz,2,19,567,10705,1725,10.952,5.478,2.9735
NAPIÓRKOWSKI Mariusz,2,20,565,11270,1725,10.991,5.459,3.1305
NAPIÓRKOWSKI Mariusz,2,21,565,11836,1725,10.991,5.459,3.2877
NAPIÓRKOWSKI Mariusz,2,22,566,12403,1725,10.972,5.469,3.4452
NAPIÓRKOWSKI Mariusz,2,23,556,12959,1725,11.169,5.372,3.5996
NAPIÓRKOWSKI Mariusz,2,24,550,13510,1725,11.291,5.314,3.7527
NAPIÓRKOWSKI Mariusz,2,25,572,14082,1725,10.857,5.527,3.9118
NAPIÓRKOWSKI Mariusz,2,26,553,14636,1725,11.23,5.343,4.0655
NAPIÓRKOWSKI Mariusz,2,27,560,15196,1725,11.089,5.411,4.2212
NAPIÓRKOWSKI Mariusz,2,28,542,15739,1725,11.458,5.237,4.3718
NAPIÓRKOWSKI Mariusz,2,29,533,16272,1725,11.651,5.15,4.5201
NAPIÓRKOWSKI Mariusz,2,30,536,16808,1725,11.586,5.179,4.669
NAPIÓRKOWSKI Mariusz,2,31,532,17341,1725,11.673,5.14,4.817
NAPIÓRKOWSKI Mariusz,2,32,543,17885,1725,11.436,5.246,4.968
NAPIÓRKOWSKI Mariusz,2,33,542,18428,1725,11.458,5.237,5.1188
NAPIÓRKOWSKI Mariusz,2,34,551,18979,1725,11.27,5.324,5.272
NAPIÓRKOWSKI Mariusz,2,35,539,19518,1725,11.521,5.208,5.4217
NAPIÓRKOWSKI Mariusz,2,36,573,20092,1725,10.838,5.536,5.5812
NAPIÓRKOWSKI Mariusz,2,37,536,20628,1725,11.586,5.179,5.7301
NAPIÓRKOWSKI Mariusz,2,38,538,21167,1725,11.543,5.198,5.8797
NAPIÓRKOWSKI Mariusz,2,39,550,21717,1725,11.291,5.314,6.0325
NAPIÓRKOWSKI Mariusz,2,40,548,22265,1725,11.332,5.295,6.1847
NAPIÓRKOWSKI Mariusz,2,41,545,22811,1725,11.394,5.266,6.3363
NAPIÓRKOWSKI Mariusz,2,42,531,23343,1725,11.695,5.13,6.484
NAPIÓRKOWSKI Mariusz,2,43,546,23889,1725,11.374,5.275,6.6358
NAPIÓRKOWSKI Mariusz,2,44,540,24430,1725,11.5,5.217,6.786
NAPIÓRKOWSKI Mariusz,2,45,566,24996,1725,10.972,5.469,6.9434
NAPIÓRKOWSKI Mariusz,2,46,551,25548,1725,11.27,5.324,7.0967
NAPIÓRKOWSKI Mariusz,2,47,555,26103,1725,11.189,5.362,7.2509
NAPIÓRKOWSKI Mariusz,2,48,555,26659,1725,11.189,5.362,7.4052
NAPIÓRKOWSKI Mariusz,2,49,559,27218,1725,11.109,5.401,7.5606
NAPIÓRKOWSKI Mariusz,2,50,556,27775,1725,11.169,5.372,7.7153
NAPIÓRKOWSKI Mariusz,2,51,562,28338,1725,11.05,5.43,7.8716
NAPIÓRKOWSKI Mariusz,2,52,566,28905,1725,10.972,5.469,8.029
NAPIÓRKOWSKI Mariusz,2,53,552,29457,1725,11.25,5.333,8.1826
NAPIÓRKOWSKI Mariusz,2,54,594,30052,1725,10.455,5.739,8.3478
NAPIÓRKOWSKI Mariusz,2,55,563,30616,1725,11.03,5.44,8.5044
NAPIÓRKOWSKI Mariusz,2,56,560,31176,1725,11.089,5.411,8.6601
NAPIÓRKOWSKI Mariusz,2,57,557,31734,1725,11.149,5.382,8.8151
NAPIÓRKOWSKI Mariusz,2,58,544,32278,1725,11.415,5.256,8.9662
NAPIÓRKOWSKI Mariusz,2,59,541,32820,1725,11.479,5.227,9.1166
NAPIÓRKOWSKI Mariusz,2,60,540,33360,1725,11.5,5.217,9.2667
NAPIÓRKOWSKI Mariusz,2,61,543,33904,1725,11.436,5.246,9.4177
NAPIÓRKOWSKI Mariusz,2,62,560,34464,1725,11.089,5.411,9.5734
NAPIÓRKOWSKI Mariusz,2,63,528,34992,1725,11.761,5.101,9.7201
NAPIÓRKOWSKI Mariusz,2,64,538,35531,1725,11.543,5.198,9.8697
NAPIÓRKOWSKI Mariusz,2,65,541,36072,1725,11.479,5.227,10.0201
NAPIÓRKOWSKI Mariusz,2,66,555,36628,1725,11.189,5.362,10.1745
NAPIÓRKOWSKI Mariusz,2,67,540,37168,1725,11.5,5.217,10.3245
NAPIÓRKOWSKI Mariusz,2,68,555,37724,1725,11.189,5.362,10.4788
NAPIÓRKOWSKI Mariusz,2,69,538,38262,1725,11.543,5.198,10.6284
NAPIÓRKOWSKI Mariusz,2,70,547,38809,1725,11.353,5.285,10.7804
NAPIÓRKOWSKI Mariusz,2,71,549,39359,1725,11.311,5.304,10.9331
NAPIÓRKOWSKI Mariusz,2,72,604,39963,1725,10.281,5.836,11.1008
NAPIÓRKOWSKI Mariusz,2,73,579,40543,1725,10.725,5.594,11.2619
NAPIÓRKOWSKI Mariusz,2,74,555,41098,1725,11.189,5.362,11.4161
NAPIÓRKOWSKI Mariusz,2,75,555,41654,1725,11.189,5.362,11.5705
NAPIÓRKOWSKI Mariusz,2,76,564,42218,1725,11.011,5.449,11.7273
NAPIÓRKOWSKI Mariusz,2,77,559,42778,1725,11.109,5.401,11.8827
NAPIÓRKOWSKI Mariusz,2,78,617,43395,1725,10.065,5.961,12.0542
NAPIÓRKOWSKI Mariusz,2,79,573,43969,1725,10.838,5.536,12.2135
NAPIÓRKOWSKI Mariusz,2,80,544,44514,1725,11.415,5.256,12.3649
NAPIÓRKOWSKI Mariusz,2,81,558,45072,1725,11.129,5.391,12.52
NAPIÓRKOWSKI Mariusz,2,82,546,45618,1725,11.374,5.275,12.6717
NAPIÓRKOWSKI Mariusz,2,83,546,46164,1725,11.374,5.275,12.8234
NAPIÓRKOWSKI Mariusz,2,84,537,46702,1725,11.564,5.188,12.9727
NAPIÓRKOWSKI Mariusz,2,85,535,47237,1725,11.607,5.169,13.1214
NAPIÓRKOWSKI Mariusz,2,86,525,47762,1725,11.829,5.072,13.2673
NAPIÓRKOWSKI Mariusz,2,87,532,48294,1725,11.673,5.14,13.4151
NAPIÓRKOWSKI Mariusz,2,88,543,48838,1725,11.436,5.246,13.566
NAPIÓRKOWSKI Mariusz,2,89,557,49396,1725,11.149,5.382,13.721
NAPIÓRKOWSKI Mariusz,2,90,556,49952,1725,11.169,5.372,13.8755
NAPIÓRKOWSKI Mariusz,2,91,856,50808,1725,7.255,8.271,14.1134
NAPIÓRKOWSKI Mariusz,2,92,528,51337,1725,11.761,5.101,14.2603
NAPIÓRKOWSKI Mariusz,2,93,534,51872,1725,11.629,5.159,14.4089
NAPIÓRKOWSKI Mariusz,2,94,557,52429,1725,11.149,5.382,14.5637
NAPIÓRKOWSKI Mariusz,2,95,536,52965,1725,11.586,5.179,14.7126
NAPIÓRKOWSKI Mariusz,2,96,558,53524,1725,11.129,5.391,14.8677
NAPIÓRKOWSKI Mariusz,2,97,558,54082,1725,11.129,5.391,15.0228
NAPIÓRKOWSKI Mariusz,2,98,553,54636,1725,11.23,5.343,15.1766
NAPIÓRKOWSKI Mariusz,2,99,592,55228,1725,10.49,5.72,15.3411
NAPIÓRKOWSKI Mariusz,2,100,577,55805,1725,10.763,5.575,15.5014
NAPIÓRKOWSKI Mariusz,2,101,565,56370,1725,10.991,5.459,15.6584
NAPIÓRKOWSKI Mariusz,2,102,583,56954,1725,10.652,5.633,15.8204
NAPIÓRKOWSKI Mariusz,2,103,538,57492,1725,11.543,5.198,15.9699
NAPIÓRKOWSKI Mariusz,2,104,593,58085,1725,10.472,5.729,16.1349
NAPIÓRKOWSKI Mariusz,2,105,574,58660,1725,10.819,5.546,16.2946
NAPIÓRKOWSKI Mariusz,2,106,552,59213,1725,11.25,5.333,16.4481
NAPIÓRKOWSKI Mariusz,2,107,595,59808,1725,10.437,5.749,16.6135
NAPIÓRKOWSKI Mariusz,2,108,559,60368,1725,11.109,5.401,16.769
NAPIÓRKOWSKI Mariusz,2,109,560,60929,1725,11.089,5.411,16.9247
NAPIÓRKOWSKI Mariusz,2,110,568,61497,1725,10.933,5.488,17.0825
NAPIÓRKOWSKI Mariusz,2,111,569,62067,1725,10.914,5.498,17.2407
NAPIÓRKOWSKI Mariusz,2,112,574,62641,1725,10.819,5.546,17.4003
NAPIÓRKOWSKI Mariusz,2,113,581,63222,1725,10.688,5.614,17.5617
NAPIÓRKOWSKI Mariusz,2,114,566,63789,1725,10.972,5.469,17.7192
NAPIÓRKOWSKI Mariusz,2,115,605,64395,1725,10.264,5.845,17.8874
NAPIÓRKOWSKI Mariusz,2,116,563,64958,1725,11.03,5.44,18.044
NAPIÓRKOWSKI Mariusz,2,117,574,65532,1725,10.819,5.546,18.2035
NAPIÓRKOWSKI Mariusz,2,118,556,66089,1725,11.169,5.372,18.358
NAPIÓRKOWSKI Mariusz,2,119,571,66661,1725,10.876,5.517,18.5168
NAPIÓRKOWSKI Mariusz,2,120,611,67272,1725,10.164,5.903,18.6867
NAPIÓRKOWSKI Mariusz,2,121,581,67853,1725,10.688,5.614,18.8482
NAPIÓRKOWSKI Mariusz,2,122,604,68458,1725,10.281,5.836,19.016
NAPIÓRKOWSKI Mariusz,2,123,584,69043,1725,10.634,5.643,19.1785
NAPIÓRKOWSKI Mariusz,2,124,627,69670,1725,9.904,6.058,19.3529
NAPIÓRKOWSKI Mariusz,2,125,576,70247,1725,10.781,5.565,19.5132
NAPIÓRKOWSKI Mariusz,2,126,588,70836,1725,10.561,5.681,19.6766
NAPIÓRKOWSKI Mariusz,2,127,621,71457,1725,10.0,6.0,19.8492
NAPIÓRKOWSKI Mariusz,2,128,652,72110,1725,9.525,6.3,20.0306
NAPIÓRKOWSKI Mariusz,2,129,628,72739,1725,9.889,6.068,20.2053
NAPIÓRKOWSKI Mariusz,2,130,592,73332,1725,10.49,5.72,20.3699
NAPIÓRKOWSKI Mariusz,2,131,551,73883,1725,11.27,5.324,20.5231
NAPIÓRKOWSKI Mariusz,2,132,612,74495,1725,10.147,5.913,20.6931
NAPIÓRKOWSKI Mariusz,2,133,670,75166,1725,9.269,6.473,20.8793
NAPIÓRKOWSKI Mariusz,2,134,691,75857,1725,8.987,6.676,21.0713
NAPIÓRKOWSKI Mariusz,2,135,729,76586,1725,8.519,7.043,21.274
NAPIÓRKOWSKI Mariusz,2,136,682,77268,1725,9.106,6.589,21.4634
NAPIÓRKOWSKI Mariusz,2,137,702,77970,1725,8.846,6.783,21.6584
NAPIÓRKOWSKI Mariusz,2,138,714,78685,1725,8.697,6.899,21.8568
NAPIÓRKOWSKI Mariusz,2,139,755,79440,1725,8.225,7.295,22.0666
NAPIÓRKOWSKI Mariusz,2,140,683,80123,1725,9.092,6.599,22.2565
NAPIÓRKOWSKI Mariusz,2,141,691,80815,1725,8.987,6.676,22.4485
NAPIÓRKOWSKI Mariusz,2,142,676,81491,1725,9.186,6.531,22.6364
NAPIÓRKOWSKI Mariusz,2,143,662,82153,1725,9.381,6.396,22.8204
NAPIÓRKOWSKI Mariusz,2,144,671,82825,1725,9.255,6.483,23.007
NAPIÓRKOWSKI Mariusz,2,145,760,83585,1725,8.171,7.343,23.2181
NAPIÓRKOWSKI Mariusz,2,146,796,84382,1725,7.802,7.691,23.4395
NAPIÓRKOWSKI Mariusz,2,147,874,85256,1725,7.105,8.444,23.6823
NAPIÓRKOWSKI Mariusz,2,148,718,85975,1725,8.649,6.937,23.8819
WOŚ Rafal,3,1,544,544,1725,11.415,5.256,0.1512
WOŚ Rafal,3,2,533,1077,1725,11.651,5.15,0.2993
WOŚ Rafal,3,3,538,1616,1725,11.543,5.198,0.4489
WOŚ Rafal,3,4,560,2176,1725,11.089,5.411,0.6045
WOŚ Rafal,3,5,533,2710,1725,11.651,5.15,0.7526
WOŚ Rafal,3,6,539,3249,1725,11.521,5.208,0.9024
WOŚ Rafal,3,7,530,3780,1725,11.717,5.121,1.0499
WOŚ Rafal,3,8,533,4313,1725,11.651,5.15,1.1981
WOŚ Rafal,3,9,533,4847,1725,11.651,5.15,1.3463
WOŚ Rafal,3,10,537,5384,1725,11.564,5.188,1.4955
WOŚ Rafal,3,11,537,5921,1725,11.564,5.188,1.6447
WOŚ Rafal,3,12,536,6458,1725,11.586,5.179,1.7939
WOŚ Rafal,3,13,530,6989,1725,11.717,5.121,1.9413
WOŚ Rafal,3,14,536,7525,1725,11.586,5.179,2.0904
WOŚ Rafal,3,15,537,8063,1725,11.564,5.188,2.2398
WOŚ Rafal,3,16,537,8601,1725,11.564,5.188,2.3891
WOŚ Rafal,3,17,534,9135,1725,11.629,5.159,2.5376
WOŚ Rafal,3,18,534,9670,1725,11.629,5.159,2.6861
WOŚ Rafal,3,19,537,10207,1725,11.564,5.188,2.8353
WOŚ Rafal,3,20,536,10743,1725,11.586,5.179,2.9842
WOŚ Rafal,3,21,524,11268,1725,11.851,5.063,3.13
WOŚ Rafal,3,22,534,11803,1725,11.629,5.159,3.2785
WOŚ Rafal,3,23,538,12341,1725,11.543,5.198,3.428
WOŚ Rafal,3,24,536,12878,1725,11.586,5.179,3.5771
WOŚ Rafal,3,25,533,13411,1725,11.651,5.15,3.7252
WOŚ Rafal,3,26,537,13948,1725,11.564,5.188,3.8745
WOŚ Rafal,3,27,597,14546,1725,10.402,5.768,4.0405
WOŚ Rafal,3,28,553,15099,1725,11.23,5.343,4.1943
WOŚ Rafal,3,29,555,15655,1725,11.189,5.362,4.3485
WOŚ Rafal,3,30,542,16198,1725,11.458,5.237,4.4993
WOŚ Rafal,3,31,546,16744,1725,11.374,5.275,4.651
WOŚ Rafal,3,32,542,17286,1725,11.458,5.237,4.8017
WOŚ Rafal,3,33,540,17827,1725,11.5,5.217,4.9519
WOŚ Rafal,3,34,541,18369,1725,11.479,5.227,5.1024
WOŚ Rafal,3,35,554,18923,1725,11.209,5.353,5.2563
WOŚ Rafal,3,36,541,19465,1725,11.479,5.227,5.4068
WOŚ Rafal,3,37,543,20008,1725,11.436,5.246,5.5578
WOŚ Rafal,3,38,545,20553,1725,11.394,5.266,5.7093
WOŚ Rafal,3,39,542,21096,1725,11.458,5.237,5.8599
WOŚ Rafal,3,40,542,21638,1725,11.458,5.237,6.0105
WOŚ Rafal,3,41,544,22182,1725,11.415,5.256,6.1618
WOŚ Rafal,3,42,542,22725,1725,11.458,5.237,6.3124
WOŚ Rafal,3,43,546,23271,1725,11.374,5.275,6.4643
WOŚ Rafal,3,44,549,23821,1725,11.311,5.304,6.6169
WOŚ Rafal,3,45,548,24369,1725,11.332,5.295,6.7693
WOŚ Rafal,3,46,546,24916,1725,11.374,5.275,6.9211
WOŚ Rafal,3,47,546,25463,1725,11.374,5.275,7.0729
WOŚ Rafal,3,48,546,26009,1725,11.374,5.275,7.2248
